GeneID	Normal 6	Tumor 6	Normal 10	Tumor 10	Normal 9	Tumor 9	Normal 5	Tumor 5	Normal 8	Tumor 8	Normal 3	Tumor 3	Normal 2	Tumor 2	Normal 1	Tumor 1	Normal 4	Tumor 4	Normal 7	Tumor 7
SNORD121B	2.169938983	2.933103832	1.36692751	3.540609922	1.065534212	1.461295118	0.75068991	1.610071126	1.24222803	2.878455951	2.088572121	2.216189791	0	0.906143522	0	0.751207001	0.825257769	3.00718353	3.122717235	6.607239358
HTR4	0.802507479	0.012952219	0.407442199	0.125079121	1.082211103	0	0.232046685	0.071098725	0.082282852	0.593175383	0.553372378	0.293592499	0.174279648	0.140049572	0.29716894	0.033172361	0.601298772	0.06639673	0.482633491	3.673617025
SNORD121A	1.883793183	3.564849273	4.153356664	2.458973044	2.775072619	8.880178026	2.606791336	6.289893246	2.15683548	0	0	4.809862458	3.806914418	3.933260341	0	0	1.432865138	1.305315928	9.03643449	9.386108259
HTR6	0.025298875	0.04103575	0	0.016511699	0	0	0.035008561	0.056314471	0.028965766	0.022372887	0.048700472	0.025838104	0	0.084516338	0.209222839	0.052549014	0	0.052590208	0.024271415	0.028011802
HTR7	0.909111724	0.290769003	1.0647087	0.200567565	0.528150959	0.03449128	0.76190428	0.62704742	0.791655927	0.02264695	0.969508481	0.418473842	0.765932527	0.427758221	0.453826653	0.159578183	0.292181194	0.195192896	0.368531015	0.05670988
LOC100132330	1.038940483	0	1.963404969	1.695201114	0	0	0	0	1.189527447	0	0.999983015	0.530542404	0.419914196	0	0	0	0	0	0	0
BBX	17.11877487	10.39316499	21.352165	16.48806136	22.1705497	18.18935967	22.52585439	20.97846857	18.73555155	11.4559889	17.28280894	23.88058071	30.10191558	18.04505755	16.20782681	16.99808729	17.48897238	18.70268232	16.72876819	12.27705271
RP11-48F14.1	0	0.020193046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025878813	0	0
LOC100421505	0	0	0	0	0	0	0.049919615	0	0	0	0.04629551	0	0	0	0	0	0	0	0	0
WDR83OS	26.77896244	22.06811455	21.82321202	21.70093691	20.23772471	19.3074254	26.10500185	33.0176781	18.12267861	20.16033551	22.93224697	14.3357364	11.66834745	15.29814429	17.93581617	14.6812546	23.5490803	13.03724079	21.87111014	31.24887262
LOC100421508	0	0.064365334	0	0	0.233825563	0	0	0	0	0.105276861	0	0	0.192460673	0.099424081	0.210966362	0.247272305	0	0	0	0.131811088
LOC100421509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHDH	0.039645046	8.145400281	0	0.569248848	0.077869753	0.427168601	0.438886238	0.411826703	0.45391311	2.313948401	0.30526771	0.242940324	0.064094211	0.728435449	0.468380453	1.043072811	0.180930704	0.384591233	0.380349463	0.570653
LOC100421504	0.027401723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05257772	0
LOC100421503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147507435	0	0	0.04325701	0	0
BCR	13.15323849	8.228950465	8.379263661	11.03165524	11.72672162	16.0989282	6.463822676	6.536977098	9.336167672	17.89113916	8.717911692	8.770378335	8.301898254	7.471661545	8.756611591	10.27213489	15.23766334	9.371346768	18.31720624	24.00343281
VOPP1	33.07387977	17.04806824	45.68551252	51.41918107	29.67932625	33.2916185	34.627867	45.27887523	45.23456912	39.75345823	20.32574172	20.75494861	22.12251762	31.29426979	25.45355023	18.60589705	27.19426179	33.79123307	38.68570044	33.65480937
LOC100421517	0.825293162	3.059788097	1.114036519	2.231509582	1.389444888	3.17585459	2.365654173	2.012035238	2.699752802	7.611212962	1.437389616	2.649063175	2.001379217	3.347870012	1.323255312	5.224350204	3.587090166	6.127084737	2.714659275	7.571431971
LOC402715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100421518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL13A1	1.639386481	0.413645246	1.23925465	1.355296268	1.153847536	0.699204327	1.720341014	1.175860042	1.564169818	0.265793032	1.437654893	0.753448011	1.214766125	1.574557965	1.856127383	0.870221945	1.600268731	1.419952376	1.415525632	1.043732047
TARSL2	5.517161376	8.695320422	7.430316968	5.413706783	5.281316066	2.869829655	5.581187309	3.086724107	6.854128259	3.342439085	7.650062428	7.720263399	5.023684934	7.711471769	7.057602129	6.392929426	6.077697422	8.015002921	5.621630347	5.954319178
LOC100421511	1.116776415	0.377386324	0.923343949	1.366652364	0.95967495	0.188016799	1.303926366	0.984005196	0.958983854	0.370355082	0.268725077	0.712862351	0.451373566	0.524648244	0.659699374	0.724902522	1.114904429	1.160753252	0.803565673	1.043325552
LOC100421510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038422665
LOC100421513	0.048316003	0	0.060872195	0.063068362	0.094901018	0	0.066859642	0	0	0	0.062005711	0.098691654	0	0	0	0	0	0.066958145	0	0
LOC100421512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM187B2P	0.240091288	0	0.226864019	0.235048894	0.117895242	0	0.332238111	0.089072562	0.412336195	0	0.231088512	0.367813011	0.19407799	0.501297887	0.141826126	0.332466964	0.091310033	0.166363795	0.115170243	0.132918744
HCGVIII-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064243401	5.041774124
T	0	0	0	0	0	0	0	0	0	0	0	0.035212991	0.027870411	0	0	0	0	0.023890537	0	0.019087688
LOC100132352	9.979775841	13.96787904	13.24610245	13.4190219	16.25852515	22.38717778	14.50281457	10.79775893	16.89101182	8.55989432	13.32142483	18.61236963	7.068882676	5.575182103	9.227313791	10.1219878	15.68953848	11.93388137	24.97687384	29.0107582
LOC100132354	0.150241174	0.121848485	0	0.196114415	0.073774937	0	0	0	0	0.365378063	0.096405023	0	0	0.031369561	0	0.026005851	0	0.520524756	0.144139446	1.122877982
LOC100132356	0.336127803	0.804837119	0.574722183	0.689476756	0.707371452	0.258694262	1.029938145	0.21377415	0.439825274	0.382181546	0.431365222	0.441375614	0.698680764	1.002595773	0.70913063	0.199480178	0.65743224	0.865091733	0.506749071	0.611426224
SRP72P2	0.007586528	0.03281504	0.009558088	0.009902927	0	0	0	0	0.017372281	0.013418187	0.029208213	0	0.012265152	0.012672214	0.026888968	0.021010923	0.02308209	0	0	0.008400069
GTF2IRD2B	9.527605871	9.165192677	6.672017023	6.272953411	9.720881994	14.0720478	9.03215023	6.918590153	6.651897207	6.765910409	8.775304229	11.03705789	7.672658142	5.451268432	6.765046865	4.386755529	9.38376784	14.72785959	9.473258506	4.870943644
LOC100335030	0.528588078	0.791437125	0.956244039	1.309197065	1.197967781	2.263574791	0.95652424	0.764300051	1.210406249	0.862990589	0.469631492	1.190448564	1.468106085	1.811140752	1.008795509	1.407622227	1.443287623	1.483857717	0.728173152	1.890876332
SRP72P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100421527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100421523	0.482168771	0.705420207	1.28641358	1.184733538	0.779934374	3.208853211	0.588727692	0.75761785	1.234006799	1.003300332	0.764381458	1.680109467	0.366834374	2.179302156	0.469124406	1.374644182	2.243652493	2.515605547	0.761907183	2.418135913
SPAG5-AS1	0.376758637	0.067901891	0.395557778	0.163931536	0.246673122	0.592011868	0.173786089	0.093183604	0.143789032	0.166591956	0.241754136	0.128262999	0.101517718	0.052443471	0.593487788	0.173905797	0.095524343	0.261063186	0.060242897	0.104290092
LOC100421525	1.183149246	0.71078283	0.662498609	2.574001691	0.516424557	0.531176293	2.728734795	2.145938357	0.602061438	1.046309909	0.337417582	0.537052127	1.487732813	2.415456197	1.164844945	1.274286723	0.699950225	2.459479474	1.513464181	2.328932111
DHFR	5.93007706	13.75975393	6.03758306	6.412508273	5.888321052	12.08357132	9.235574868	10.48868648	8.543370155	21.61548706	8.537000774	12.26938568	6.668563337	12.92081545	3.490074107	4.060391787	7.123721138	11.14450547	9.258135117	11.23002205
STRC	0.155417207	0.59661938	0.029370972	0.111578967	0.076316594	0.397716042	0.182806265	0.092254302	0.053383145	0.164930568	0.089753689	0.158729822	0.113068465	0.064900579	0.073446132	0.30130007	0.27189363	0.775378963	0.253478951	0.507645968
STRN	6.108009148	7.902293094	9.107360396	8.365475093	7.141042645	9.065207958	7.68730941	7.216165343	7.379327515	5.651375317	6.084588361	9.126194166	7.468729009	11.37958282	4.722297369	8.386579311	6.052865099	8.763563654	9.59853786	11.58218707
LOC100288181	0.120637002	0.407662215	0.028497697	0.127945334	0	0.040620097	0.093902274	0.100700261	0.034530617	0.546758083	0.05805672	0.046203112	0.024379255	0.352637134	0.044538993	0.020881546	0.045879918	0.208979151	0.086803188	0.083483448
BBC3	1.069663357	3.118034199	1.757796092	1.15343581	1.507242372	0.689020867	2.477724754	1.621864919	0.851967569	1.645129464	1.19368564	1.329954372	1.729326506	1.437144609	3.351652245	8.500907878	2.511595674	5.188329804	1.070839551	2.034024606
MYBPC3	0.030488234	0.010989576	0.166449437	0.053062971	0.019961395	0	0.070315986	0.060325169	0.116357617	0.089873536	0.039126677	0.145310998	0.049290379	0.152778763	0.120066225	0.070364422	0.123681032	0.154923078	0	0.078767831
MYBPC1	0.161762563	0.583078014	0.733683034	0.126692182	12.41264238	108.2380632	2.895086452	1.520330121	2.494146314	0.019073815	1.826843657	4.361555197	0.366130521	0.072053687	0.191111954	3.569083893	24.82148601	4.498478684	1.63469873	0.119406119
MYBPC2	0.154844868	0.077281335	0.015006569	0	0.070186662	0	0.19779156	0.371193441	0.463677667	0.084268305	0.091716063	0.072990131	0.115540593	0.278542172	0.140722421	0.18143382	0.03623978	0.033013827	0	0.052753743
FLJ20021	1.8374704	1.4610038	1.838370982	1.128708938	1.379954144	2.038073645	1.794839936	2.405970094	0.742517133	0.764684389	4.924254319	3.422098863	2.271666964	2.347060269	1.532366011	3.442479499	3.288542939	2.097064933	1.659148628	2.094350203
BGN	171.9512389	132.5820538	213.0583599	235.4401292	48.3226741	6.140548635	87.13685346	33.12602761	189.1246431	13.36723223	249.9261969	69.88116126	79.17976999	311.3259246	382.0183032	62.08922581	71.41079739	73.31640181	75.26677004	6.407183829
LOC100288192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082768972	0	0	0	0
TMEFF1	0.655084154	0.96936368	0.955639586	1.98023493	0.372465499	0.325058809	0.596384784	0.84421871	0.828984836	0.304904827	0.575211469	0.387342906	0.390185758	1.209406357	0.631371575	0.525180116	0.288475061	0.430029664	0.694635008	0.267227629
TMEFF2	2.24686416	34.61867526	2.279815762	0.23620677	1.451331082	0	2.670998019	1.163647464	1.27763284	1.626938685	2.960892707	1.509301668	1.413996784	0.780839368	0.766070675	2.380496219	1.835196728	0.752324944	2.980242803	3.506304809
TRDD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100132306	0.665011473	0.918870632	0.698193577	0.795721557	0.507965879	0.696634656	1.712673144	1.343229597	0.676800099	1.796967113	0.877140274	1.094243709	0.955666792	0.987383975	0.632899087	0.35811851	0.730637697	0.76799838	0.957005153	1.309020462
TRDD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRDD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS7P11	19.35645066	27.48483357	21.81561076	24.94367353	21.86420851	24.1545968	14.54800215	14.59170521	22.23283442	25.92271802	20.95202508	13.64251897	14.89695602	18.69689209	22.79532642	15.58564829	13.82931959	11.82695341	18.27367864	22.04840021
RPS7P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS7P10	1.424227323	1.680110231	1.794350462	1.774583643	1.39871485	0.697536643	0.71667073	0.864622788	1.778900562	1.946508732	0.913881759	1.190114004	0.418645574	0.54067476	0.535382913	0.627518839	0.590894536	0.269147469	1.98746958	1.218555679
LOC642423	0.910346134	3.256128666	0.529349379	2.28519758	1.512988939	1.886312326	1.259736172	1.247015872	0.320705929	1.48626157	1.797355093	1.144307147	1.132121608	0.350908521	0.910050975	1.163634375	2.237095816	1.746819845	1.074922273	2.326078027
PAXBP1-AS1	0.918004062	1.528223152	0.928300968	1.103696328	0.949010178	0.585671268	1.119899012	0.824548827	1.410636058	0.448643219	1.116102802	1.406356064	1.093575867	1.230751305	0.670716056	0.652330544	0.900386929	1.791130382	1.228374395	1.083317737
FLJ44006	0.014162688	0.091889704	0.035686475	0.055460975	0	0.152600548	0.058794947	0.042034243	0	0.025049352	0.036351002	0.08678734	0.045793683	0	0.066929183	0.039223631	0.043090128	0.039254379	0.027175001	0.0627257
STX6	9.282433605	13.74581711	12.86525556	15.42419193	10.94934053	14.4473531	11.24377843	11.268118	12.14612082	19.33077375	9.571181541	15.45829505	10.6236471	16.12574725	8.681469541	15.12288955	9.482494771	11.24863847	13.58100949	15.62717348
STX5	16.27715047	24.65687414	13.06576784	18.46791214	16.86242043	16.03365477	15.45972084	14.33668569	14.83573294	11.49947253	16.42333216	16.8345186	15.3598422	14.07233144	20.96140138	17.84798814	20.79147018	21.12980158	13.88096742	16.45103774
STX4	10.07136182	17.05263397	7.346073011	9.41009598	8.589510487	11.92261379	11.0026907	10.69796177	10.49940042	12.60978508	10.51002557	9.149149627	9.255251677	11.28896799	11.96128392	16.69890888	13.78900087	26.81265834	5.33971129	4.900731368
STX3	6.122327845	8.517099344	6.362493398	7.438725753	14.41737728	16.88399563	15.46954523	15.8331535	5.531991543	14.22335107	5.73349335	8.503836825	12.79781738	6.75500257	6.677940636	11.1633421	12.69673417	13.04328121	17.91949382	26.39723155
RPS7P15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STX2	8.830994104	2.019566846	9.084643624	8.120820575	6.097684819	4.730969303	6.572273913	7.965786239	8.949777933	6.890849095	6.285607525	3.814852527	6.078757892	16.48632031	7.94913947	3.391163034	5.851589649	4.62793829	7.262007354	5.696977942
BID	3.725894635	4.764925566	4.779905109	6.90664908	6.248962652	6.186864802	7.933948977	12.37114992	6.077498309	10.20086394	4.061066394	3.96169219	5.831122903	6.138321974	4.723502515	7.633145853	5.20217075	6.719604722	10.83798169	19.89253803
RPS7P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDEF	6.627723769	5.714188908	0.677036196	0.759917741	2.638783786	6.393357012	0.712645541	0.498415435	3.025091352	17.06871241	8.735483812	14.13255198	2.171969982	1.870045408	5.396506321	17.67338102	17.54211721	19.54904967	9.108197188	12.14810656
RPS7P14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3	14.37117853	11.99837824	9.398652235	11.30473252	11.41899629	3.741827716	15.54399735	12.01207126	13.19475823	10.46449472	11.62045089	10.05355565	12.55961849	9.968666545	13.61530809	6.150638837	19.17510699	9.363905017	10.52985083	11.75381468
MBD4	14.70654414	13.83635753	15.28391302	17.61125602	18.41972805	33.81246924	17.52687878	17.37763275	15.39170293	20.45379017	13.46915898	14.72225096	16.83703578	21.02109138	11.5959742	14.84755244	14.4632194	14.275598	20.13833972	25.87801364
MBD5	7.616456392	5.637448556	6.20186179	5.034241355	7.702074478	4.176387616	6.490061666	6.40387952	6.434905976	6.010017013	6.930843992	6.056772535	10.08895444	7.445565777	6.517887492	4.696459207	7.370594337	8.209579306	6.594390511	5.800959498
MBD6	6.056863623	7.07749364	3.162807167	4.291199473	6.28100467	6.413461908	5.844981223	6.356824286	4.653590639	7.999279493	6.302775328	6.552235692	8.101064327	6.256645087	8.944738374	13.29821487	11.24476056	12.5907461	6.766613219	5.537168726
GATSL3	5.390064219	1.971436373	2.596488075	2.517718547	2.17968096	3.416295369	3.107819202	1.29391351	3.509179305	1.448692689	3.390817869	2.806445025	2.733843351	3.663121499	5.1818125	1.20739621	1.889138161	1.611123605	3.954415044	1.960100769
BIK	1.439036136	0.097257168	1.30309931	1.115310701	4.681418413	3.028392296	14.43719273	8.141587364	2.78034878	11.93064114	3.982093959	5.51140588	3.271629495	2.403704956	3.612771283	14.38486523	6.020138523	10.65688413	8.801278587	31.07034927
MBD1	14.65790455	10.13576316	14.5749694	14.80908973	14.71809987	11.1192904	15.5174052	14.68992348	16.52658647	21.22846548	12.38322525	11.14383164	15.5149279	15.30520881	13.21710731	10.03045692	20.25855936	13.70021159	11.22485935	9.868849818
MBD2	10.07800304	5.967068444	11.00063106	9.92025941	13.25612465	12.66127156	9.945049636	11.3882739	14.73553492	5.56660535	10.83443433	11.57519174	15.79898835	16.13015813	12.23832621	11.74781759	11.81257555	12.28363176	8.8286383	6.082416059
RP11-600K15.1	0.108634461	0.019578809	0.114054999	0.354509739	0.035562823	0	0	0.053737059	0.165840328	0.06404676	0.023235769	0.036983311	0	0.120972266	0.021390759	0.02507197	0	0.025091624	0.069481668	0.120283883
LOC642414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008659763	0	0	0	0
PRKRIR	17.96202705	22.25628154	23.84860001	26.46267394	26.94198246	63.83706661	21.00755118	19.65750475	24.98007638	16.11032995	15.48249565	21.51440923	19.33053284	17.95243591	14.14202098	15.19910768	14.63319137	14.57800561	29.61882614	30.33059912
LOC257358	0.152921659	0	0.192662397	0.174661667	0.075091171	0	0.052903214	0.028366552	0.043771639	0	0.073593754	0.078090541	0.030903587	0.063858464	0.248417126	0.052939655	0.02907911	0	0.146711068	0
FBXO27	1.512141215	19.22318894	1.370750672	2.671911222	1.122845648	0.447065761	0.688993794	0.492582001	1.309043221	2.674503392	2.106246497	1.84571228	1.132901038	3.850330153	1.808283105	3.65162887	2.580883592	0.843344176	1.592263306	0.95965732
FBXO28	6.981542815	11.04377356	11.807084	9.215848434	10.34649163	20.75462632	13.78440748	14.63064632	8.407543332	10.05373745	6.336344404	7.066112376	8.961019795	9.993843767	5.127283742	8.622549928	6.518340352	7.550645602	12.82275193	15.83474096
FBXO25	9.599669664	7.780772573	10.54666858	7.97202686	10.85823869	18.81492265	11.48690822	11.79762805	8.037347613	0.589757355	10.33766225	9.965593812	9.192716193	6.537072244	7.484899931	7.703717008	9.797992836	9.412225846	12.12258779	16.38084728
LOC100421574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO24	0.304215048	0.246724262	0.263500445	0.347463582	0.373456978	0	0.578837207	0.677172772	0.39184744	0.235401677	0.439211706	0.349536589	0.461085908	0.44462943	0.494189172	0.184302339	0.260318666	0.158097271	0.182412497	0.315785216
MCHR2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO21	15.61171905	14.33098041	14.6304515	13.92924289	17.87746404	10.82697822	16.48981807	15.76047771	14.23470655	31.98148389	11.17391841	12.32542879	12.8161622	10.70482379	12.02104573	12.43546615	16.32579391	10.57913384	25.15706644	26.65741469
FBXO22	4.675679606	12.97285803	7.627008103	6.697577528	7.202069029	6.827768233	7.883429468	8.983669902	6.255008667	7.225202669	4.15295846	5.881206498	5.967772818	6.350809505	3.00913261	6.133886625	5.334676622	5.899968031	8.357728988	9.441352364
FADS3	9.680312014	3.67022407	4.246013812	6.333604162	3.661919585	1.030160083	5.788225323	4.894867657	6.130080094	2.874710052	6.226888101	3.075844001	3.941525893	9.581974997	9.714100877	3.90560606	6.98132172	2.848690031	3.485553872	4.234422019
FADS2	12.45614766	4.347247699	9.406276781	16.25939174	4.336705206	0.618809309	6.658069561	4.242379192	13.12181967	3.273050717	10.12192457	5.630890796	4.023448264	6.565897608	19.66171315	3.552238229	8.581402855	11.03648893	6.048598512	6.613321066
MYBPHL	0.0937091	0.033777726	0.078707925	0.203868939	0.122707293	0.084141629	0.086449713	0.092708177	0.143055415	0.276236662	0.200433913	0.063804298	0.050499885	0.052175902	0.516652316	0.043254631	0.14255546	0.173154154	0.179806605	0.311273998
FNTA	24.69170238	29.1627398	33.18026903	29.42384791	31.75279373	25.55541197	31.0525939	32.4746784	27.92299818	17.76407202	18.44124522	19.84366396	30.75735153	32.79233911	14.82493257	20.7043115	19.51242588	26.61064517	33.49455263	34.67861027
LOC100288146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FADS6	0	0	0.075462805	0.273648817	0	0.201681192	0	0.022221457	0.137157253	0.529694899	0	0.030586826	0.02420889	0.075037042	0	0.041471246	0	0	0	0.248700166
FNTB	2.812491862	2.942676218	2.777253392	4.484856299	3.643000617	3.849442195	3.260800974	3.654787207	3.063486791	2.930871963	3.297212532	2.484270925	2.679019802	4.596291669	2.712103927	2.926216418	3.584704287	2.549278766	2.537830857	2.407107067
FADS1	13.68104799	11.25024491	9.772603916	13.50446299	5.503894028	0.470127072	7.124590731	6.935326736	12.52233305	4.458784709	7.453493312	5.367240636	4.044286729	5.231236254	11.73011158	4.269643051	4.469274938	6.906656924	4.762732531	3.811189383
RP11-767I20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO18	19.02518602	15.74895137	20.75767064	18.39718869	18.26370319	24.73763879	17.55135702	17.42660601	19.25877415	16.68620284	14.86932326	14.14887526	14.74562175	15.54913124	14.8242185	14.52528876	15.51210996	18.24323797	18.36277507	20.62576823
FBXO16	1.590805305	1.99546871	1.60337451	2.201118596	3.374587194	3.085317978	1.320812982	1.274789054	1.821381113	7.878179366	2.245693112	3.574366978	2.983354759	2.763502292	1.014893859	2.158813884	3.533230554	3.924184744	3.052396209	3.205739606
STX8	16.51384091	11.63363518	14.55820161	10.8069071	17.04414436	20.9895117	15.50004053	12.08883982	20.8843171	8.456951162	28.29497396	21.61357409	17.24988432	17.008913	28.19277751	17.41123996	22.42774394	23.37634738	9.174594852	6.078560927
STX7	20.30404792	22.43350464	39.41409025	24.78725451	26.23884236	27.52231288	34.37438985	32.99043279	29.02711619	33.67478877	21.05936128	27.53291431	36.89836198	27.42707572	19.38716641	21.11137971	19.55860913	24.29920495	26.67229557	20.53659971
FBXO17	6.317021554	31.22728302	6.682495638	8.341963024	1.953403073	1.339468194	1.63106497	0.874572369	3.415993624	3.680844618	3.663453032	1.391904331	1.607836481	4.306810206	4.852135673	2.320767998	3.362029933	0.918825737	2.438322826	3.221922947
FGD5P1	0.215932725	0.054941364	0.080014281	0.049740637	0.199590285	0	0.175769125	0.131945663	0.087257867	0.067397161	0.114105946	0.077835948	0.164281784	0.084867028	0.045019496	0.03517804	0.135260091	0.105616849	0.219349136	0.056256066
FBXO15	0.07350994	0.503440692	0.33958262	0.57572868	0.144386283	0.264019015	0.949414569	0.472710991	0.168329356	0.260032041	0.157230034	0.450460532	0.990363671	1.473454646	0.347388864	0.067862039	0.410033734	0.543321896	0.329114281	0.108523709
LOC100288152	1.854764239	1.640999469	1.416226535	1.210540336	1.545548641	6.055990261	14.81640367	8.090475436	0.965272272	0.049704485	3.354041392	4.76444474	2.317100304	3.098119555	2.456893505	0.856129684	4.659865345	1.869383598	1.941203894	4.667409025
LOC100421587	0.128827193	0.073543545	0.144180765	0.15023618	0.199091576	0.03875381	0.19636953	0.335772367	0.362385221	0.050891447	0.061263932	0.134912477	0.163871299	0.560361311	0.10275496	0.329620943	0.12236255	0.299066433	0.259738028	0.083268163
LOC100288151	0	0	0	0	0	0.525933095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO10	3.700160982	2.015795643	2.45479266	2.543357475	2.778307676	1.362597809	1.957372663	1.376214894	3.73238612	1.209475808	3.390106353	3.195430809	2.559411447	3.160707829	3.541468115	2.672162347	2.322807496	2.012183734	2.444478978	2.084776031
FBXO11	24.144647	29.44376883	25.66554664	25.63251716	26.29535477	15.09912175	24.37446447	26.27363473	25.89959998	17.38973219	20.97530511	26.03026305	24.47366582	29.31590041	18.32393547	21.95464068	19.16536726	21.43135373	24.06904529	22.03379257
MINPP1	4.511967535	6.47874747	5.535419427	7.048221408	6.828319866	8.966006464	7.819924094	8.100652986	4.573131494	4.788152996	3.018588702	4.713897649	5.548607332	4.497249414	2.743946335	5.326127652	3.375666057	4.428251618	7.692354538	6.273425213
LOC100421580	1.191455545	0.2732951	1.137186955	0.329900133	2.269309595	0.09725553	0.249808353	0.750100533	1.074783645	0.127715821	1.158362802	0.516239661	0.933928794	0.42215448	0.298587606	0.049996085	0.659093821	0.350246944	0.692767935	0.039976404
LOC642441	1.6096261	2.746858624	1.330829072	1.050547169	1.383193473	3.658383201	0.904880913	0.522517214	0.691098693	0.978629977	2.194798402	4.212581415	0.528589173	0.798193325	2.495940061	1.567218832	0.99476494	1.429029849	1.158190899	0.918964629
LOC100421583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLK	1.075544081	0.017893066	1.813685864	0.863963502	0.065001701	0.534867866	0.664027252	0.319216804	2.197640476	0.321927699	2.760570872	2.839118813	0.989797749	3.233777826	3.342880119	1.64975499	0.654470833	0.779661676	0.222247443	0.31146095
BLM	0.798846421	2.915459234	2.16157537	3.839248106	0.641893518	2.592011294	1.218499636	1.818619843	2.639964801	3.243267674	0.710642452	1.131097077	0.601719877	3.123613571	0.536241548	2.702658529	1.270487919	3.736366615	2.560482613	4.633630205
IREB2	14.02067886	30.00979365	17.4014359	15.56911895	18.89260606	15.70175031	17.27812986	17.83974992	15.87562349	13.00029517	10.75448987	17.87362113	15.47423715	14.52619082	7.769340762	14.48447915	12.64587314	13.75891553	21.40061014	21.30756155
LOC100421597	1.632833783	0.411185642	2.902580675	2.890512547	1.537683767	3.193341681	2.04284822	1.560071527	4.097537134	0.751663602	2.497347979	7.355876291	1.48263024	2.204350185	0.977756418	2.756647404	1.122884658	3.719741632	1.587978858	1.312607288
FBXO47	0	0	0.023455098	0.048602638	0	0.150446109	0	0	0.042630762	0.164638011	0.047783724	0.038027583	0	0	0	0.154679461	0.028321183	0	0.142887148	0.041226752
FBXO48	0.819612849	1.176046266	1.668063802	1.234460539	0.959725372	1.188813829	1.504968996	1.029166465	1.371522084	1.003595528	1.274343931	1.513187328	2.013086264	2.211536745	0.688996432	0.632958897	0.647397875	1.834835409	0.998029157	1.291448102
AC007040.7	0.045398617	0.73638306	0.057196649	0.177780625	0	0.244581174	0	0	0.519788212	0	0.174785167	0	0	0.075831926	0	0	0.138125771	0.188745365	0	0
FBXO45	2.459396656	4.939054208	3.767216929	4.67400035	4.037804075	7.108169713	3.817087313	4.06014273	4.262317735	6.716564581	2.407947938	4.626629602	3.577291009	5.70634913	1.775164367	3.788661998	3.229632533	3.73983373	4.862462368	5.893217884
LOC100288162	0	0	0	0	0	0	0.055115709	0	0	0	0	0	0	0	0	0	0.060590487	0	0	0
FBXO46	3.325304488	16.21231452	2.817059303	5.388358324	2.871596884	3.011538635	3.470999333	3.403227264	2.986748263	4.385714324	3.642078608	4.274503854	3.985673878	5.506564477	2.861804567	7.304043459	4.906005635	8.541306397	3.410271799	4.475405242
FBXO43	0.025593488	0.207568112	0.112856213	0.267263717	0	0.413648185	0.177081227	0.170910805	0.380940038	0.316867949	0.131380271	0.18297297	0.082754067	0.726754703	0.015118521	0.212643845	0.019467114	0.744836888	0.736621862	0.835971189
FBXO44	3.717654499	9.101103144	2.293103243	2.527483589	2.053720911	2.364481137	4.019130467	2.68183534	2.719431723	3.242019966	3.379460672	3.190445513	2.295615261	3.924256492	3.263624207	2.949392549	3.259768189	4.543836198	2.551159653	4.044853514
FBXO41	1.571598967	2.320420225	1.416476222	1.996224838	1.16352128	0.423342761	3.287259469	2.547500408	1.314939544	2.277187508	1.450610058	1.111220692	1.641751978	2.312135747	0.885523123	0.853769537	1.728734611	2.471171092	1.391789346	2.034612904
