GeneID	Normal 6	Tumor 6	Normal 10	Tumor 10	Normal 9	Tumor 9	Normal 5	Tumor 5	Normal 8	Tumor 8	Normal 3	Tumor 3	Normal 2	Tumor 2	Normal 1	Tumor 1	Normal 4	Tumor 4	Normal 7	Tumor 7
LOC102724409	5.814862922	11.14682826	5.232863462	7.343880068	3.485752009	14.54471449	7.36734353	9.805829657	12.01841938	6.478005273	5.136476634	7.17283982	4.028956475	5.865582778	4.4163531	9.725317777	7.237546992	7.221214723	8.114479324	13.37853512
LOC100129201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTP4A2P1	0.198042028	0.214154531	0.299410185	0.723828941	0.933573413	0.960241062	0.657720919	1.469450312	0.272096158	0.140109686	0.762463944	1.45629477	0.70438472	0.529281613	0.327563298	0.822717464	0.723053942	1.042925711	0.531997114	0.964827928
LOC102724408	0.29969437	2.025482541	0.377577879	1.3692009	1.765955303	2.82551119	0.725754406	0.889479853	0.686265835	1.06013063	0.769217704	2.907780486	1.453549142	0.625745963	0.973690903	1.348758025	0.797845361	1.557479232	1.725137494	2.488740826
LOC100129202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTP4A2P2	0.45439152	0.181027502	0.030130378	0.280956881	0.187895542	0.257683737	0.132376123	0.106469547	0.109526802	0.126896217	0.491063088	0.195400662	0.270647822	0.559260455	1.327957906	0.165584133	0.472957438	0.165713936	0.412993295	0.185359343
RAD51	0.474154752	3.372195716	1.079872733	2.808984314	0.358200863	2.996587734	1.539393479	2.65216397	1.461600214	4.676980556	0.608500303	1.005772941	0.442250058	0.883393535	0.193909507	1.540453846	0.804538532	3.285507963	2.239497637	3.311543254
LOC102724403	0	14.58947573	0.99988216	9.323606127	0	6.413461908	1.098231535	1.177737213	0	1.403691482	0	1.621101791	0	0	1.875256554	2.197976041	7.243929308	4.399398127	7.614032765	2.636221764
LOC102724402	0	0.185743649	0.216407361	0.336322466	0.506075367	0.462694647	0.475386797	0.12745052	0.393330719	0.151902485	0.440874275	0.175429853	0.277698767	1.147660733	0.304400362	0.118928563	0.522608126	0.476087172	0	0.095094172
LOC102724405	0	0	0	0	0	0.265996116	0	0	0	0.174652857	0	0	0	0.989659054	0	0	0	0	0	0
LOC100132849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724404	0.16939247	1.09904444	0.853654334	0.884452755	1.330864866	0	0	0.502749482	0.77577877	0	1.304325672	0.692011832	0	1.414730004	2.001261935	0.469133226	0.257689185	1.643253451	0.975077714	0.375114559
MIR1972-1	0	0	0	0	0	0	3.850941746	3.303782311	0	0	4.285641494	1.136876581	3.599264541	0.929679717	0	0	10.16031643	6.941907434	0	0
OR10AF1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1972-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYCP3	0.174923653	0	0.036730365	0.114166606	0.057263403	0.392660933	0.161372797	0.086527632	0.133518387	0.051564177	0.112242992	0.178652034	0.047133226	0.243487545	0.034443488	0.040370989	0.133051763	0.323221087	0.111879665	0.193681599
LOC100313942	0.003330196	0.003601138	0	0.013041022	0	0	0.009216645	0.009883877	0.015251537	0.005890072	0	0	0.005383934	0	0.011803231	0	0.025330392	0.004615112	0.019169684	0.00737462
RP11-503N18.1	0.035654156	0.096387356	0	0.069810695	0.070030951	0.048020929	0.049338189	0.079364987	0.081643939	0.37836609	0.091512589	0.1092423	0.288210659	0.11911038	0.063184601	0.074058261	0.108478143	0.148232632	0.068412274	0.039477531
DPH3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036526368	0	0
LOC100288542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPF1	0	0.098602214	0.068928047	0.166634663	0.035820086	0.049124389	0	0	0.041760006	0.032255038	0	0.03725085	0	0	0.086182003	0.050506683	0	0.050546276	0.034992151	0
DPF2	14.55081317	14.9836392	10.56397238	13.88590826	13.54155001	8.943357158	13.33765302	12.619012	13.65370635	10.36623386	15.86929568	13.45963013	14.65135403	12.76086464	13.38844234	12.90116372	16.80133485	16.667285	11.44091184	11.59103988
DPF3	1.113873812	0.050187395	0.619809994	0.21809605	0.546960382	0.575086253	0.462413278	0.564762874	0.807703822	0.065669777	1.000632777	0.66360892	0.540240487	0.372113519	1.173406148	0.48843912	0.706035995	0.218683533	0.338401456	0.051388338
HIST1H2BPS1	0.09762254	0	0.122992339	0	0.958738073	0	0.810539903	1.158957804	0	0	0	0.199406598	1.420438683	0.163064552	0.115334686	0	0.594035205	0	0.187315612	0.108091097
HIST1H2BPS2	0	0.13630306	0	0	0	0.339536219	0	0.187052381	0.288635336	0.891756942	0	0	0	0	0.148917432	0.174545156	0	0.174681984	0	0.279129363
TIPIN	1.774518461	3.910194046	2.488769189	2.272628993	2.170193509	2.525300626	2.501908715	4.123920459	3.373425494	2.842475252	2.105432989	1.983316723	3.139514734	4.753713865	1.780028682	2.549995641	2.49576002	4.547190408	3.147926671	3.188180696
HIST1H2BPS3	0	0	0	0	0	0	0.173913498	0	0	0	0.322575166	0	0.203184289	0	0.296961448	0	0	0	0	0
SLC11A1	3.158241002	0.853798089	0.456605807	2.762445669	0.483046467	0.313796687	1.361263129	1.142878183	1.570887575	0.904280861	2.051460173	0.5419993	0.460371046	3.178207404	3.463645864	3.450311227	0.511953929	0.780291921	0.360120064	1.225353457
SLC11A2	11.83779213	11.69051385	15.2680921	13.68192834	16.04009538	25.52047546	14.57142736	15.65506658	18.47814194	30.66926281	7.459186145	10.0717911	16.60103819	18.28468178	8.606511996	12.09979848	12.46728701	11.08898927	17.06341918	35.37447306
BOLA1	2.319639743	2.960691144	1.724730185	2.531520386	3.211730008	5.63383078	3.525644803	3.442294923	1.828621386	1.950471039	4.001706654	2.640943113	1.905821752	2.223147149	2.42601957	3.528073343	4.165098662	3.899732679	1.897089974	2.568386421
ZPBP	0	0	0.220022969	0.136776618	0.686040772	0	0	0	0	0.18532846	0	0.142688666	0.225870717	0.058341759	0	0.096732442	0.159401867	0	0.201055144	0.1933659
MIR181A1HG	5.321559799	0.383634442	4.827245659	6.483302274	3.762888204	1.529037276	4.5165681	6.107074421	8.936226473	1.631442749	3.095973905	3.478390598	3.785484768	3.7926007	4.359040069	7.172534398	2.15878688	8.751451738	6.126523052	2.042635407
LOC100288558	0.042460002	0.06121934	0	0.036949562	0	0.038124939	0.019585371	0.02100324	0.064819032	0.075098421	0	0	0.022881718	0	0	0	0.107654167	0.019614225	0.054314104	0
TCERG1L	0.11463281	0	0.020631883	0	0.032165534	0	0.022661254	0.0243018	0.074998865	0	0.063048222	0	0	0	0.077389266	0	0.024912252	0.022694641	0	0
BOLA3	4.79619185	10.03820373	5.067994774	7.977237011	8.812775742	5.001111091	5.352391957	7.002646893	5.845647065	9.030246287	5.162367191	4.74040596	7.754011245	9.174294247	5.392208827	6.96290244	8.002319019	6.539538552	5.195134269	8.822301716
PAPPA	13.26318334	0.532290165	5.182798485	5.038316966	4.511959456	0.894493776	3.822086011	3.588609305	6.610985835	1.278293337	2.546902958	3.080241179	3.827458569	4.124150752	9.817147551	3.408165219	3.97590687	2.782809809	7.248670244	1.128985401
GRWD1	7.922132692	12.64244184	6.199595086	9.270458535	7.608851391	7.896705541	11.22825482	10.64279304	8.191320417	8.703344419	7.210789577	6.700906101	7.22197706	7.957165037	9.359484869	11.6709306	13.80357865	10.44677927	7.734319602	8.134075133
BOLA2	4.573596691	19.64541936	3.414617337	5.251438234	6.820682438	12.09178391	9.259003415	6.410055897	5.62439608	5.392838422	5.489037203	4.584578386	6.161784404	8.346907024	5.203281031	6.391940206	15.46135109	12.08965039	4.469106188	6.658283428
WDPCP	4.780422554	3.873531351	5.551961434	6.055017809	3.821634883	3.193232988	5.313512285	3.919889039	4.042283213	2.917112305	3.9851999	4.711235693	4.562116503	7.102574146	3.333852075	2.39094327	4.214372583	3.910649598	4.277227546	3.210071601
LOC100288560	0	0.095552661	0	0	0.173561243	0	0	0.393388512	0	0	0	0	0	0	0	0.122361553	0	0	0	0
PTDSS2	6.240016765	8.264035042	5.299988872	4.530242977	3.787113417	2.077489501	6.864283974	5.540422667	3.532093768	5.952340813	5.19623076	3.043295387	3.797260893	4.245347256	6.19179802	4.077717514	4.63967006	3.084976724	4.035904484	4.153262264
PTDSS1	21.97583174	27.89095931	23.74081227	29.57936385	23.1621776	25.58725418	23.3286483	27.78594392	23.9069364	46.52699107	18.29641448	15.80185804	14.66513438	14.8659648	14.72046439	12.41891574	16.89768015	18.45322625	26.63330279	26.62541869
SGPL1	13.56164961	57.85868109	16.37642031	25.67337091	18.19496861	39.30588223	23.93510457	31.17755316	15.81579896	11.58682632	14.37032483	15.89425412	15.23977028	18.71641559	10.94413085	17.70201178	16.84279327	21.38230731	27.20196482	30.25341407
DPH1	8.78602857	9.374173122	5.952829187	5.632392585	9.088836928	14.67353335	9.213136895	7.156564439	6.259244651	7.804396743	7.993030525	8.893534292	8.522632097	7.272679007	9.365176466	7.786542913	11.37577418	8.117340508	5.432152761	4.345262115
DPH2	4.462409563	6.440142199	3.654355063	7.012307692	6.641132938	5.039332104	8.550108546	8.88892091	5.384314764	12.68887631	3.392012871	4.171886308	4.30088329	4.930988455	3.365999149	3.683832491	7.885062018	10.18010508	9.023406391	10.77504178
DPH3	6.093711798	4.240986736	7.757019384	6.674463427	8.883645754	9.116108955	6.973567621	7.055993131	9.101421258	7.607904241	5.696090214	6.094385627	6.90301751	5.582423668	4.93240912	5.124285102	5.709606274	4.909143888	5.785541059	7.22577685
LOC100288562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-864J10.4	0.025509699	0	0	0	0	0	0.105900898	0.113567517	0	0	0.163687696	0.052106843	0	0.085220641	0.060276104	0.105973845	0	0.035352306	0.097894707	0.028245233
DPH5	9.789629314	6.997594065	8.600756278	6.714234058	10.3359176	12.13165914	7.478665187	8.301483982	10.20440857	6.791755026	7.483279976	6.681665126	6.936248605	6.810109608	6.469012791	3.348023239	6.454629489	6.537048157	7.322610714	9.369668725
NAALAD2	1.304643096	0.226258383	1.162987578	1.124616477	1.136223013	0.06630805	0.357666445	0.146117885	1.070984648	0.065306726	1.374186883	0.729076796	0.795931561	1.130727628	0.5525598	0.119304271	0.711494493	0.289966074	1.653132904	0.013627798
DPH6	3.997519946	7.496668324	4.628025997	4.818502326	6.755397366	10.4771176	7.375686073	6.065841493	5.030501576	4.299542398	2.588191334	7.209135025	6.841249146	5.113238443	1.467900403	4.887264373	3.889807419	4.766322719	6.253744222	7.616244054
DPH7	4.874921469	5.845207858	4.353451465	8.815159222	5.998576176	6.063714738	5.138797674	5.957640233	4.301043118	3.423523221	3.772100534	5.359561024	4.0101876	5.7479027	3.743611862	3.236297275	6.129105795	3.775328269	6.987893837	9.096684936
IGKV6-21	4.135256527	0.271011933	129.458427	67.0645353	1.969057375	0.675101253	1.560644813	0.743834029	2.295579283	0	10.93548678	14.07798924	7.901017118	2.302452398	8.438654492	1.388195394	2.478186342	5.209813572	2.163988259	0.277497028
SRPK2	9.03908851	4.925787346	15.05356304	20.92525088	8.374448054	10.87398879	8.249189999	8.163674063	9.792828769	6.14279502	8.856063671	10.74721369	7.353894977	9.740974355	6.392146811	7.115340945	6.998595144	9.976470035	11.5004819	10.68279645
SRPK3	0.535168518	0.416670694	0.35060803	1.788344032	0.168186219	1.153269874	0.118490515	0	0.196075953	0.151447233	0.714273582	0.306082156	0.173041564	0.429082946	0.80930153	0.889291006	0.586172102	1.394314741	1.396539876	2.346527065
RP5-1097F14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100288570	0.399592493	3.942939347	1.447381868	1.630001071	1.373520791	0	2.48830082	5.707495723	0.343132917	0.706753753	0.705116229	2.346629866	2.099570982	1.835521492	0.708138839	1.383341564	0.455911635	1.453647283	1.341773606	4.369122784
LOC93432	3.04384747	0.524308441	9.196904794	3.551291837	10.95203078	26.26657309	1.416449472	2.958037651	8.018656107	78.08618374	14.83004352	37.41474404	4.79034737	3.014593124	2.99145263	75.08623243	13.97336207	18.25432227	43.26072318	92.72673938
MR1P1	0.371356383	0.095611802	0.077977193	0.207746949	0.173668667	0.047634543	0.061176504	0.104968532	0.141727275	0.062553613	0.19289955	0.126423866	0.100062079	0.073844995	0.198474647	0.061218644	0.067253315	0.147039921	0.101792722	0
SRPK1	13.24737863	28.88258746	16.72695805	25.09090724	25.80922892	30.47782285	25.88324089	29.8721374	18.59889839	102.0787468	15.76055235	21.0573368	21.87475571	19.29053647	11.82180527	25.03589839	22.90005716	31.81997479	28.80914119	33.38933998
VCX2	0	0	0	0	0	0	0.072766261	0	0	0	0	0	0	0	0	0	0	0.072873466	0.100897612	0
IMPDH1P8	0.164410339	0.90868707	0.506334188	1.096894838	0.107643482	1.180995543	0.303347841	0.325308488	0.46014329	0.452340478	0.140662572	0.559715452	0	0.244110275	0.151075656	0.227667595	0.444640162	0.784803119	0.140207253	0.930431211
IMPDH1P7	0	0	0	0.023906682	0.035973164	0	0.076031414	0.027178551	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH1P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070706409	0
SESTD1	7.756628415	1.295192175	12.08758768	9.391427152	13.39841962	7.093603159	20.51931259	19.9230121	6.772211557	6.435108597	8.006659566	11.57920985	18.83344109	11.33936971	6.23206911	6.2083146	7.943500965	11.73285121	13.78921156	17.35849086
IMPDH1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH1P1	0	0	0	0	0	0	0	0	0	0	0	0.037458064	0	0	0	0	0	0	0	0
IMPDH1P4	0	0.019414764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH1P6	0.037363814	0.040403697	0	0	0	0.05032359	0.077556019	0.027723544	0	0	0	0.038160199	0	0.031205466	0.044142918	0.025869814	0	0	0	0.020685262
NODAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078841375	0.045495678
IMPDH1P5	0.816829001	0.274799902	0.205820724	0.80559748	0.67741078	2.542566855	1.30615593	0.888914745	0.166261778	0.8989333	0.302832637	0.556159446	1.115146977	0.788317998	0.793469419	0.653527819	1.02169778	1.383546425	1.07970274	1.808843396
DAZAP2	74.61269073	58.04647692	75.25705863	55.24430334	94.70906887	144.596029	80.82497346	86.88177206	75.5728864	101.8356785	54.79592986	45.18428317	88.63853616	59.19175472	65.7326771	83.67530396	71.54634335	50.89165257	81.62411856	74.11361408
DAZAP1	15.56881538	19.72560295	13.51606953	21.46909741	18.28183471	21.0444341	20.30267543	24.4073582	22.25500544	21.58611821	20.21989206	20.0428416	13.50666008	18.3568159	22.65519278	22.38714803	24.65084186	29.52757836	15.74341568	20.75636621
HILPDA	21.09428114	16.86991703	6.232976467	14.06464664	4.471168703	6.458883026	5.922050217	5.044585455	9.104686884	29.36419193	5.570018708	5.021741668	4.465305708	8.770724865	12.98070649	5.758012305	7.156714862	4.248285656	8.211507857	9.040074916
LOC100288503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPPH1	14334.8651	29880.7966	13192.02298	15898.74441	14692.50127	17519.47146	18653.61399	16859.20113	9352.275832	17317.37063	16548.75118	9554.127418	9994.228788	7181.835793	17881.97906	15230.52369	16464.79278	10774.83559	11684.1151	12284.6388
CCNT2P1	0.005475443	0	0	0	0	0	0	0	0.025076278	0	0.014053677	0	0	0	0	0.007582133	0	0	0	0.006062603
AP3B1	21.72980327	30.86865408	26.01669179	21.85716704	29.60442992	22.21031437	24.7968692	29.12085423	30.12671421	22.40844901	22.87439538	27.99793733	25.94155028	24.66326174	17.50671715	18.79000807	21.49563118	20.34490744	21.10115694	18.17684347
MIR642B	1.113150517	1.203715339	0	0.726514763	0	1.499250836	0	0	0	0	0	0	0	0	0	0	0	0	0	0.616259633
AP3B2	0.63373449	0.673057098	0.541789858	0.339756442	0.044455877	0.060967686	0.485460678	0.100762307	0.207311359	1.521190875	0.537355542	0.6934737	0.292731312	0.869534079	0.093589514	0.376099412	0.361526971	0.376394242	0.130285007	0.238074424
MIR642A	0	0	1.669906288	0.576717905	0	1.190126952	2.445546511	0.65564752	0	0	0.567000679	0.902469038	0.714287035	0	0	0.611807764	0	1.224574736	0.847747978	0
CEACAM3	0.077125906	0	0.064779408	0.134233082	0.100992445	0	0.640360559	0.495963721	0.353219008	0.772998669	0.395914091	0.525131954	0.332505542	0.214713072	0.182238489	0.213600551	0.312875171	1.567631966	0.098658133	0.199258514
CEACAM1	3.409992207	15.44768018	6.781809432	12.51095997	5.406094864	11.90837173	7.196084891	7.048350583	4.573545426	8.874489372	7.830216535	10.74653668	6.024855862	9.744068486	7.007032801	35.0776739	12.74635131	16.64120161	9.861243458	10.7336702
LOC100288510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB3	4.112390974	0	0.815921974	0.190205792	1.431044248	0	1.030603375	0.432474715	0.704414157	0	2.867348351	1.025207555	0.889957931	0.432703215	2.601413701	0.179358831	1.748723396	0.179499432	0.714516713	0.035853413
CEACAM7	0.449345163	6.7621562	2.736243709	14.54140405	25.70548918	0.504335143	6.503027621	11.1136408	8.274465169	37.18770593	34.31134383	30.59484377	37.41253876	9.350815257	13.24968294	29.03748164	28.11176236	64.29579098	9.12486443	20.48168102
CEACAM6	4.316578545	1.849494207	29.53129727	467.4985813	554.4625329	92.40650475	363.4457638	405.1308579	8.653574812	3.716501279	120.4711579	210.9465638	373.3693173	61.30055757	72.03166195	536.6795843	184.8564857	395.2686151	173.527019	44.98109746
CEACAM5	0.333326738	4.930384592	10.1837998	182.058949	8.27742494	9.908798648	13.06346411	5.829799203	3.789140554	0.589550423	37.8424128	49.58139828	41.41753691	9.584481393	4.430293608	287.1820546	55.07197257	118.4537946	31.86472712	32.62324433
CEACAM4	1.778269499	0.192294774	0.537695966	0.696368922	0.558852799	0.287408251	0.836661037	0.475004386	3.50194906	0.503232133	1.232344214	0.944409508	0.632484869	1.960428349	1.092473113	1.428228415	0.541040363	0.492878628	1.091871255	0.31503397
CEACAM8	0.037217798	0	0	0	0	0.050126928	0	0	0	0.032913304	0.023881488	0.076022142	0	0	0	0	0	0	0	0
RAC1P3	0.134627104	0.291160464	0.113075679	0	0.705149343	0	0.372593735	0.199783695	0.102760224	0.396855183	0.057590645	0.183328789	0.217651861	0.074958469	0	0	0.40960438	0.621904447	0.172212678	0.149063848
RAC1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAC1P5	0	0	0.025650184	0	0	0	0	0.060425472	0	0	0	0.166345837	0	0	0	0	0	0	0	0.022542514
RAC1P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1185-1	0	0	0	0.650484148	0	1.342352492	0	0.739509413	2.282232892	0	1.279048043	0	0.80564933	0.832387654	3.53246002	0.690062245	0.758085625	0.690603194	0	0
RAC1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAC1P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPLN	7.057155794	2.508102209	7.052134674	4.19017311	3.24365899	4.365115653	11.17790168	10.74802062	9.347635947	0.361001331	3.968759261	3.322685473	6.249624983	12.94507559	8.42525787	3.657160597	3.603669263	3.865743325	3.797676033	0.856039684
MIR1185-2	0.996658021	0	1.255665968	0.650484148	0	0	2.758348971	1.479018825	0	0	1.918572064	0	0	0	3.53246002	0.690062245	3.032342501	0	0	0
HRSP12	5.002020574	9.351117974	5.020179865	5.256632534	15.23682305	36.99635	9.033524673	7.234172197	3.979798802	22.49238577	4.460854005	7.792833536	15.28263389	7.576291976	4.206806987	5.459068089	6.190657688	9.86927295	11.54983249	9.434075512
ANKMY2	8.571258983	13.8757049	11.36930587	11.27590721	13.60672593	18.16352656	17.96543453	21.08310945	10.02485313	18.42324468	11.49491239	13.53350341	10.90133411	15.40975969	6.51972758	11.00966629	10.51291189	17.73620368	18.73141462	20.65229543
ZNF355P	0.001398773	0	0	0.00091293	0	0	0	0	0.001601515	0	0	0.002857173	0.004522796	0	0.000826279	0.00290543	0.001063945	0.001938472	0.001341964	0.002323155
FKBP4P1	0.1185513	0.192294774	0.199146654	0.051582883	0.504519888	0.212895001	0.656204735	0.791673977	0.09048964	0.209680055	0.101427507	0.040359381	0.543042564	0.792092262	0.210090983	0.273606976	1.77341008	0.629789358	0.341209767	0.525056617
RP11-290F20.1	0.357449343	1.220624422	0.260724321	1.989145118	0.29561792	1.064217999	0.364470167	0.725874911	0.861598019	1.497353074	0.120717879	0.1537129	0.273736866	0.974163953	0.444529648	0.390772738	0.314815189	0.808230077	0.288785088	0.81239143
ANKMY1	3.233971563	5.112149922	3.094681362	3.963606752	4.267047145	6.250908726	5.39752964	4.670922068	3.702712523	4.235331788	2.819652569	4.311421066	3.691785958	5.257563722	2.099941671	3.982565459	5.708349824	4.875197089	5.660524589	4.031779253
RP11-290F20.2	0.095236211	0.164775255	0.095988687	0.348081295	0.187060451	0.615692343	0.158145341	0.197859852	0.130848019	0	0.024444029	0.038906443	0.184762246	0.413604176	0.202527708	0.079127137	0.260781455	0.21117111	0.182736786	0.147628419
RP11-290F20.3	0.234536937	0.645574694	0.752150162	2.393522767	0.62818808	1.435849681	0.855637106	1.613675763	1.806483846	1.960977951	1.258685089	1.132351699	0.689411367	2.599865517	0.982410523	1.682927924	0.421661557	1.093283266	0.409112208	1.534517146
IGHV5-78	0.121750838	0	0.613564053	0.317850209	0	0	0	0	0.557590991	0	0.312494692	0.497383504	0	0	0.719203508	0.505784259	0	0.168726917	0	0
SDCBP2-AS1	1.054551831	1.944201782	1.481067887	2.030958979	0.645166137	3.818584016	0.909064586	0.718329434	1.543890504	1.528828964	1.530833216	1.518434191	1.117964379	1.32832818	1.082489765	0.335149231	1.341251937	1.940597762	0.663425203	0.708238683
C1GALT1	7.721239358	39.7817172	9.064939314	8.580333955	17.19244208	36.86718043	9.445981885	12.92844501	10.45198622	12.21829285	8.944363386	19.1632221	19.02267548	14.99731097	3.463185055	17.05989663	7.858369741	19.3080409	23.33739889	28.85553197
AP3D1	21.11600515	17.70705545	16.25123433	18.09293488	27.02618459	16.43007742	22.70615317	28.01809009	19.820384	18.63649128	17.41997971	17.74914993	25.69577305	20.3059985	18.33912315	12.60504646	32.34100723	22.38886616	21.38344147	24.3798619
PRSS30P	0.159102006	0.156405807	0.273339369	0.26432093	0.056818902	0.038961294	0.140105137	0.021463992	0.165602454	2.046556599	0.334115149	0.384074741	0.303987834	0.048319499	0.085440309	0.340489707	0.242034763	1.142536908	0.249775223	0.208193011
LOC100288533	0.11551562	0	0	0.603144332	0	0.311165268	0.319700824	0	0	0.20431089	0.14824546	0	0.186754292	0	0.272948393	0.15996052	0	1.12060141	0.221648393	0.255805885
RAB3GAP2	10.71845935	11.16052211	13.37869343	14.98341288	13.67922616	24.74551451	12.97918169	12.17461137	14.01943062	14.16906752	7.496802671	15.49170791	11.15531369	12.34600457	5.699459645	8.785606238	10.53231146	9.999941793	14.55237077	15.32526463
ZNF354A	4.042413728	4.498267732	3.888387139	4.072463576	4.052366318	2.982071525	4.804709236	3.733726584	4.225033886	5.013733255	4.197580368	5.447663397	3.986308742	5.183282806	1.942046513	4.041523068	3.853033241	3.533293525	3.250640681	2.302953807
RAB3GAP1	19.78383325	15.00354765	22.73876578	19.13047671	23.14489601	19.3299846	21.34914074	19.85580527	21.87644297	22.5141996	21.94840226	23.78578753	22.6837836	26.75572673	17.52998483	21.03942362	22.88899793	18.3502735	23.65884552	20.36813576
ZNF354C	3.461294807	2.856425454	4.659174596	2.330406122	3.363509909	1.545773816	3.907416768	1.905906724	3.650117431	2.062128698	3.623742914	3.665309427	4.108554736	2.38871373	2.658041649	1.90460113	3.090024681	1.704123929	3.512973927	2.712983163
RAC1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAC1P2	1.553426468	2.124467744	1.381500298	2.62412795	3.410163865	3.692184894	2.528976669	2.440854095	1.673961865	2.262666867	1.407225565	0.933256895	1.551175576	1.907924792	1.457422204	1.708235111	3.266718654	3.482466001	2.279339446	2.580012345
ZNF354B	4.213454575	5.505477279	5.234703961	4.405053782	4.367865779	2.206908149	5.209726471	4.515820792	4.109473519	4.312661587	4.080495099	6.255667267	5.581972739	7.070559122	3.502982657	5.078255067	4.273159938	4.163108196	4.079763027	2.570226226
LOC375196	0.08101379	0.087604992	0.255168415	0.158624679	0.079562574	0.218227437	0.224213621	0.240445404	0.092756157	0.071643989	0.415871953	0.16548109	0.458412946	0.202983001	0.430706373	0.112184032	0.123242654	0	0.155447172	0.044850654
SYDE2	4.694087917	3.688949311	6.074427386	4.548004008	6.718452185	3.798250631	6.243904358	3.914957493	3.853781077	3.588039234	5.358643859	8.380452775	7.41245268	5.181617561	5.803702092	3.464226725	5.051222199	2.672697398	5.603126468	4.02903772
RP11-60I3.5	0.309991283	2.765497899	0.683463755	0.910442551	0.304438346	1.461295118	0.536207079	0.805035563	0.177461147	0.274138662	1.790204675	3.007686144	1.127617688	1.035592596	0.54935183	0.858522287	0.943151736	1.288792941	1.338307386	0.600658123
SYDE1	11.48453877	4.486188621	5.027680363	5.638861972	3.699244006	0.780495057	5.011904823	3.127120319	6.695204421	0.955062367	6.963618662	3.228254335	3.470679875	5.169807768	10.08281766	1.860241554	6.992373066	2.701289938	3.158864239	0.860377232
C14orf132	4.570454945	0.87146882	4.527287152	5.865081443	2.873127091	0.23790276	2.650523248	0.974773226	3.438046871	2.304050007	5.596247039	1.860383431	2.114985143	2.6000857	4.271498217	0.710860103	2.040504044	1.017403315	2.488976707	0.562285322
IPCEF1	3.843193551	0.560873777	5.054522415	1.509070108	3.068576946	2.524985003	2.421297872	2.086542306	4.936851116	0.265264532	2.526203812	3.778315986	3.707772553	2.452982572	2.775970332	2.154708796	1.863267906	1.489559996	2.961678886	0.920255891
ZBTB45P1	0.02356036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB45P2	0.024729541	0.026741512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTF3P15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPM1	15.66627301	28.01758515	15.46742139	21.38366607	24.0400623	44.22921709	19.75079665	17.82750547	21.04146529	21.24779391	20.5884025	24.30797976	20.3352121	24.5327609	22.20152157	47.29897651	20.68148183	41.80394697	20.23271975	31.48176957
DPM2	4.352159315	7.254214626	4.959312032	6.802734613	10.88967694	6.869788434	8.093952205	11.84745739	6.474691762	7.795663045	6.403513487	7.814004236	11.15923335	12.31675289	13.82061654	9.711755715	22.18160501	8.105876821	7.92529206	10.12882101
BTF3P14	0	0	0	0	0	0	0	0	0	0	0.06756642	0	0	0	0	0	0	0.072962991	0	0
DPM3	9.698619932	16.94165312	6.997241111	9.521980725	14.97930881	18.08670689	15.37099301	8.610921981	11.57891078	19.64625061	32.97816327	40.29864646	28.00917034	26.16949501	29.96783297	28.12303967	28.4993273	36.87580616	11.92914224	15.97030283
BTF3P16	1.193214708	2.042964665	2.192317033	2.271412165	0.976533675	1.87493318	2.75194909	2.213380841	0.910775075	0.967276961	1.531296497	1.827970929	1.205670112	1.079593268	1.350967889	1.51461458	2.722776213	1.791402254	1.907924684	1.706510144
